id,name,geometry,buildstart,opening,closure,city_id
1573,"",POINT(121.535855987492 31.246511881832),2015,2021,999999,107
1575,"",POINT(121.547434491053 31.2531725380966),2015,2021,999999,107
1579,"",POINT(121.596050630131 31.2391286935965),2015,2021,999999,107
1580,"",POINT(121.610398273728 31.2436366799306),2015,2021,999999,107
1581,"",POINT(121.624606381728 31.2444029372513),2015,2021,999999,107
1582,"",POINT(121.632475592283 31.2532796629922),2015,2021,999999,107
1836,Drayton Park,POINT(-0.105488716779954 51.5525276334712),1902,1904,999999,69
1506,Observatorio,POINT(-99.2007343572642 19.3981772104709),2014,2018,999999,78
1616,Tacubaya,POINT(-99.1881860307949 19.4023252289636),1968,1970,999999,78
1618,Chapultepec,POINT(-99.1768315098876 19.4205887190002),1967,1969,999999,78
1620,nsurgentes,POINT(-99.1630414448482 19.4237010684957),1967,1969,999999,78
1622,Balderas,POINT(-99.1490605552539 19.4271737695481),1967,1969,999999,78
1623,Salto del Agua,POINT(-99.1433956247824 19.4269135191852),1967,1969,999999,78
1624,Isabel la Católica,POINT(-99.1378597990949 19.4263339107169),1967,1969,999999,78
1626,Pino Suárez,POINT(-99.1331033551346 19.4255878708834),1968,1970,999999,78
1628,Merced,POINT(-99.1255288512025 19.4255736341938),1967,1969,999999,78
1630,San Lázaro,POINT(-99.1143940367431 19.4308259628822),1967,1969,999999,78
1614,Observatorio,POINT(-99.1999439238068 19.3980938767748),2015,2018,999999,78
1825,"",POINT(-0.30739625838973 51.3178746789202),1857,1858,999999,69
1617,Juanacatlán,POINT(-99.1820340171578 19.412765863702),1968,1970,999999,78
1619,Sevilla,POINT(-99.1705782439541 19.4219921600886),1967,1969,999999,78
1621,Cuahutemoc,POINT(-99.1545669530367 19.4257062047574),1967,1969,999999,78
1625,Pino Suárez,POINT(-99.1332330267068 19.4259280636277),1967,1969,999999,78
1627,Salto del Agua,POINT(-99.1419621486568 19.4271142141155),1991,1994,999999,78
1629,Candelaria,POINT(-99.1208713063976 19.4295695079696),1967,1969,999999,78
1631,Moctezuma,POINT(-99.1096864936053 19.4268123463708),1967,1969,999999,78
1829,"",POINT(-0.105360004665869 51.5774827060536),1885,1885,999999,69
1632,Balbuena,POINT(-99.1024708611322 19.4232692312229),1967,1969,999999,78
1634,Gómez Farías,POINT(-99.0902662226368 19.4163885653886),1967,1969,999999,78
1636,Pantitlán,POINT(-99.0746871002861 19.4162238464329),1982,1984,999999,78
1637,Insurgentes,POINT(-99.1625345327216 19.4232524858004),2003,2005,999999,78
1638,Balderas,POINT(-99.1489811659255 19.4269968150203),1968,1970,999999,78
1642,"",POINT(0.003450340649778 51.4826015179466),1872,1873,999999,69
1834,Essex Road,POINT(-0.096098743761218 51.5405762826873),1902,1904,999999,69
16776,RANGE HILLS,POINT(73.8458879462384 18.5499989577146),0,2021,999999,340
29718,学院路,POINT(120.1125547 35.919044),,2018,,379
1840,"",POINT(-0.154729227177 51.4073851578123),2007,2008,999999,69
1591,Caolu,POINT(121.677853294072 31.2731494475562),2013,2017,999999,107
1589,Gutang Lu (Gutang Road),POINT(121.652262232128 31.2681564408155),2013,2017,999999,107
1842,Mitcham Junction,POINT(-0.157672833759875 51.3928751092393),1868,1868,999999,69
1822,Silvertown,POINT(0.032560988434312 51.5021142246415),2004,2005,999999,69
1592,Huapeng Lu (Huapeng Road),POINT(121.522934053314 31.1785713201325),2013,2018,999999,107
1593,Xianan Lu (Xianan Road),POINT(121.536957418767 31.1815515626446),2013,2018,999999,107
1594,Beicai,POINT(121.54507837059 31.1822499377079),2013,2018,999999,107
1595,Chenchun Lu (Chenchun Road),POINT(121.553489650875 31.1767966781745),2013,2018,999999,107
1596,Lianxi Lu (Lianxi Road),POINT(121.562402973595 31.1714759714515),2013,2018,999999,107
1597,Huaxia Zhong Lu (Middle Huaxia Road),POINT(121.578918345635 31.1776322329392),2013,2018,999999,107
21492,Siheungsageori,POINT(126.900645950153 37.4543091250194),2019,2024,999999,356
21493,Doksan,POINT(126.897837833356 37.4680547338019),2019,2024,999999,356
21491,Seoksu,POINT(126.902019428674 37.4364291657613),2019,2024,999999,356
22314,Salt Lake Central,POINT(-111.909067724405 40.7623359230877),2005,2008,,228
22315,Woods Cross,POINT(-111.902965597753 40.88095209328),2005,2008,,228
22316,Farmington,POINT(-111.904374532553 40.9877025104053),2005,2008,,228
2004,Til Til,POINT(-70.9281184215258 -33.0850683599413),,,,4
1844,"",POINT(-0.153633177625267 51.3782142043679),1868,1868,999999,69
1846,"",POINT(-0.166338137574172 51.3685060220423),1868,1868,999999,69
25010,Hongpailou,POINT(104.026985445291 30.6368412349075),2012,2016,,364
25011,Taipingyuan,POINT(104.019524481692 30.628153000876),2012,2016,,364
25012,Chuan-Zang Flyover,POINT(104.00403214293 30.625468591908),2015,2018,,364
25014,Wuqing South Road,POINT(103.982026547115 30.6254070000432),2015,2018,,364
4531,Guy Môquet,POINT(2.32733529445201 48.892679507359),,1946,999999,95
16777,KHADAKI,POINT(73.8414438094236 18.562973678557),0,2021,999999,340
4534,Auber,POINT(2.32961789641621 48.8723170137736),1968,1971,999999,95
4539,Haussmann - Saint-Lazare,POINT(2.32889678769001 48.8750127521609),,1999,999999,95
1633,Boulevard Puerto Aéreo,POINT(-99.0963179700631 19.4198779324501),1967,1969,999999,78
1635,Zaragoza,POINT(-99.0821161454583 19.4116940609451),1967,1969,999999,78
25018,Yingchunqiao,POINT(103.932719058186 30.5831821243818),2015,2018,,364
2023,Euston Square,POINT(-0.136011134058355 51.5256163303794),1859,1863,999999,69
2190,Upton Park,POINT(0.035183161111007 51.5353497295297),1897,1902,999999,69
1839,Nine Elms,POINT(-0.128432559794049 51.4798588397676),2016,2020,999999,69
1641,"",POINT(0.03172900019112 51.4868612502234),1846,1849,999999,69
1830,"",POINT(-0.111675145412363 51.5863895047229),1846,1850,999999,69
25017,Hangdu Street,POINT(103.934740676406 30.5939237860392),2015,2018,,364
1644,"",POINT(0.069029007671247 51.4899199549224),1846,1849,999999,69
1645,"",POINT(0.019037821513109 51.4842498938832),1878,1879,999999,69
25016,Longqiao Road,POINT(103.941038216086 30.6068101493516),2015,2018,,364
25015,Shuangfengqiao,POINT(103.966330129936 30.6182353308345),2015,2018,,364
25013,Wuhou Flyover,POINT(103.990963598328 30.629570056011),2015,2018,,364
2021,Kings Cross-St. Pancras,POINT(-0.123122354456743 51.5303517944551),1859,1863,999999,69
19194,Thailand Cultural Centre,POINT(100.571041573543 13.7651254911715),2017,2023,999999,13
1650,"",POINT(-0.418226766392451 51.4179820410503),1862,1864,999999,69
1651,"",POINT(-0.40911395239138 51.4210877956955),1877,1878,999999,69
1652,"",POINT(-0.372450770426411 51.415867363932),1862,1864,999999,69
1653,"",POINT(-0.34982768011858 51.4337068829689),1862,1864,999999,69
1841,"",POINT(-0.155754566094288 51.4075295799474),2007,2008,999999,69
2000,Quilicura,POINT(-70.7045669843294 -33.3649859848205),,,,4
1845,"",POINT(-0.154450482290514 51.3782451220876),1868,1868,999999,69
1847,"",POINT(-0.166907774170085 51.3689853459731),1868,1868,999999,69
2253,"",POINT(-0.054193649014991 51.4192916940359),1863,1863,999999,69
1850,"",POINT(-0.100142241958366 51.3985463055282),1861,1862,999999,69
1843,Mitcham Junction,POINT(-0.157994802270593 51.3923187649865),1868,1868,999999,69
2284,New Beckenham,POINT(-0.035181677826472 51.4168265623589),1856,1857,999999,69
1849,Norbury,POINT(-0.121758307902184 51.4114077474979),1878,1878,999999,69
1848,Streatham Common,POINT(-0.136083831812385 51.4186198335303),1861,1862,999999,69
4538,Havre - Caumartin,POINT(2.32862020618474 48.8735444305069),,1926,999999,95
1643,Woolwich Dockyard,POINT(0.054972031535613 51.4910989441543),1846,1849,999999,69
2002,Batuco,POINT(-70.8141464059613 -33.2399889447766),,,,4
2230,"",POINT(-0.330089989609831 51.5165033824124),1926,1926,2019,69
2059,"",POINT(-0.168320145949551 51.5294368075814),1865,1868,1939,69
2065,"",POINT(-0.117028988947055 51.5712938893797),1868,2007,999999,69
16778,BOPODI,POINT(73.8378607671689 18.5700931722268),0,2021,999999,340
2209,"",POINT(0.353950352645995 51.4624095481616),1852,1854,999999,69
2270,"",POINT(0.130621035035972 51.3457459010465),1876,1876,999999,69
2214,"",POINT(0.341413477378666 51.5678579750854),1885,1886,999999,69
2215,"",POINT(0.509795098084908 51.5601612484517),1854,1855,999999,69
2256,"",POINT(-0.080320594165443 51.4615526323486),1866,1868,999999,69
2216,"",POINT(0.422884682074624 51.5141922736211),0,1854,999999,69
2237,"",POINT(-0.096267903437052 51.4865178339284),1862,1863,1916,69
2240,"",POINT(-0.198848115698041 51.3438813327607),1865,1865,999999,69
2242,"",POINT(-0.241288351895633 51.3452874316504),1846,1847,999999,69
2244,"",POINT(-0.150601724609885 51.360227875142),1845,1847,999999,69
2281,"",POINT(-0.015552939639406 51.4241782681619),1890,1892,999999,69
2248,"",POINT(-0.199255550890371 51.3956119272049),1927,1930,999999,69
2250,"",POINT(-0.196163756841685 51.3753558107624),1927,1930,999999,69
2272,"",POINT(0.05028651514823 51.4401228558158),1866,1866,999999,69
2251,"",POINT(-0.204776215012174 51.3662345374092),1927,1930,999999,69
2264,"",POINT(-0.000322627679964 51.4519179408482),1895,1895,999999,69
2266,"",POINT(0.044345967985322 51.4168087124004),1904,1904,999999,69
2274,"",POINT(0.103831243854302 51.4339599828644),1866,1866,999999,69
2268,"",POINT(0.088826075257344 51.3735788963841),1868,1868,999999,69
2276,"",POINT(0.14846410872363 51.4404053375024),1866,1866,999999,69
25021,Shuangliu Square,POINT(103.918558731158 30.5679944590209),2015,2018,,364
25020,Sanliba,POINT(103.912340837979 30.5565951992734),2015,2018,,364
2286,"",POINT(-0.024817044184942 51.444583438763),1856,1857,999999,69
25019,Shuangliu West Station,POINT(103.91554164405 30.5459793492217),2015,2018,,364
2290,"",POINT(-0.014243052291675 51.381189636212),1880,1882,999999,69
2291,"",POINT(-0.026149913339566 51.3900976180098),1880,1882,999999,69
2289,Hayes,POINT(0.010226915439546 51.3764057652589),1880,1882,999999,69
23591,大钟寺 Dàzhōngsì,POINT(116.338390014134 39.9662548742931),2015,999999,999999,15
2032,Notting Hill Gate,POINT(-0.196027665014356 51.5090713944167),1884,1884,999999,69
2219,Becontree,POINT(0.127337361375368 51.5402944335344),1902,1902,999999,69
2188,Plaistow,POINT(0.017699958982149 51.5313067889832),1858,1858,999999,69
2019,Barbican,POINT(-0.097597767120732 51.5201234057335),1864,1865,999999,69
1838,Battersea Power,POINT(-0.144338344012596 51.4806179118856),2016,2020,999999,69
1835,Highbury & Islington,POINT(-0.104821106866981 51.5458989825803),1902,1904,999999,69
2232,"",POINT(-0.336379981504905 51.5332700202822),1926,1926,999999,69
1647,St. Johns,POINT(-0.022124801232479 51.4690136800615),1872,1873,999999,69
1646,Lewisham,POINT(-0.011560242337289 51.4653346375789),1846,1849,999999,69
4532,Takeshiba,POINT(139.761916268265 35.6540014698488),1989,1995,999999,114
5114,République,POINT(2.36387120287439 48.8675048253304),,1904,999999,95
27737,Woodland Avenue,POINT(-75.339711219217 39.9246945931523),1913,1913,,212
2192,East Ham,POINT(0.051411774270946 51.5389462878207),1858,1858,999999,69
27738,Thompson Avenue,POINT(-75.3453465555374 39.9212259225725),1913,1913,,212
2306,Abbey Road,POINT(0.003787655497664 51.5321897513328),2007,2011,999999,69
2207,Nunhead,POINT(-0.052341749950642 51.4667911785674),1870,1871,999999,69
4544,La Aurora,POINT(-103.285594464029 20.6624690745357),0,0,999999,126
2312,"",POINT(-0.098860411936442 51.3471380005814),1899,1899,999999,69
2314,"",POINT(-0.115594067089347 51.3374754217991),1841,1841,999999,69
4546,San Andrés,POINT(-103.306118304082 20.6653268556147),0,0,999999,126
5161,Saint-Placide,POINT(2.32695706031245 48.8470488710671),,1913,999999,95
4548,Oblatos,POINT(-103.322548368301 20.6703164982728),0,0,999999,126
4550,San Juan de Dios,POINT(-103.34096318546 20.6752522262612),0,0,999999,126
4552,Juárez,POINT(-103.354747482153 20.6749105986036),0,0,999999,126
4553,Periférico Sur,POINT(-103.401169175671 20.6069745468674),0,0,999999,126
2246,Wimbledon Chase,POINT(-0.214312935605165 51.4093799253562),1927,1929,999999,69
2310,South Croydon,POINT(-0.093492023268368 51.3623768164867),1865,1865,999999,69
2261,Beckenham Junction,POINT(-0.025276888172414 51.4116993206619),1868,1868,999999,69
2283,Elmers End,POINT(-0.049323259372073 51.3979291513728),1863,1864,999999,69
27739,Springfield Mall,POINT(-75.3490832649613 39.9180767246659),1913,1913,,212
2279,Crofton Park,POINT(-0.03630088247084 51.455074618171),1890,1892,999999,69
27740,Paper Mill Road,POINT(-75.3579256355765 39.9153855943502),1913,1913,,212
2301,Norwood Junction,POINT(-0.074769528120243 51.3971208914195),1839,1839,999999,69
27741,Pine Ridge,POINT(-75.3699953801384 39.9150357160998),1913,1913,,212
27742,Beatty Road,POINT(-75.3769004014922 39.9161846126055),1913,1913,,212
4555,España,POINT(-103.389371979571 20.6214226664065),0,0,999999,126
4557,Isla Raza,POINT(-103.38053445179 20.6327993108685),0,0,999999,126
4559,Urdaneta,POINT(-103.372707187623 20.6431649553045),0,0,999999,126
4561,Santa Filomena,POINT(-103.363673082985 20.6542665976422),0,0,999999,126
5095,Pyrénées,POINT(2.38528493886938 48.8738727135089),,1935,999999,95
5121,Richelieu - Drouot,POINT(2.33845196257198 48.871707352926),,1931,999999,95
5097,Mazas,POINT(2.36587100197917 48.8465176610417),1907,1906,999999,95
5099,Quai de la Rapée,POINT(2.36587327025157 48.8465176610417),,1916,999999,95
5139,Saint-François-Xavier,POINT(2.31442866919218 48.8516332715336),,1923,1937,95
5102,Ranelagh,POINT(2.27022150632123 48.8555557671757),,1922,999999,95
5123,Riquet,POINT(2.37383789122504 48.8883164801875),,1910,999999,95
5110,Rennes,POINT(2.32785890339025 48.8480391601954),,1910,1939,95
5141,Saint-François-Xavier,POINT(2.31442866919218 48.8516332715336),,1976,999999,95
5127,Rue des Boulets - Rue de Montreuil,POINT(2.38966194219805 48.8521217232991),,1933,1998,95
5129,Rue du Bac,POINT(2.32567675191618 48.8555711725512),,1910,999999,95
5131,Rue Saint-Maur,POINT(2.37987924282029 48.8642517447482),,1998,999999,95
5133,Saint-Augustin,POINT(2.32203284637521 48.8744614825413),,1923,999999,95
13736,Deto,POINT(135.564307522051 34.608932212722),1980,1980,999999,91
5154,Saint-Mandé — Tourelle,POINT(2.4183933464966 48.8464108685539),,1937,2002,95
5145,Saint-Jacques,POINT(2.33703418990004 48.832920240306),,1907,1942,95
5167,Sèvres - Croix-Rouge,POINT(2.32678961532602 48.8517420155275),,1910,1923,95
5162,Saint-Sébastien,POINT(2.36735083525613 48.8606017803746),,1931,1932,95
5156,Saint-Marcel,POINT(2.36053772692009 48.8381714203912),,1906,999999,95
5159,Saint-Philippe du Roule,POINT(2.31006862360269 48.872039440062),,1923,999999,95
5164,Saint-Sulpice,POINT(2.3306726591772 48.8510925741088),,1910,999999,95
25022,Dongsheng,POINT(103.923239599183 30.5742864754501),2015,2018,,364
2371,Shenfield,POINT(0.330841092469226 51.631116264187),2015,2015,999999,69
2311,"",POINT(-0.099911564833832 51.3474193784928),1899,1899,999999,69
2313,"",POINT(-0.114092420093073 51.3369829024691),1858,1858,999999,69
25023,Wansheng,POINT(103.81541369103 30.6774470410107),,2017,,364
2218,Dagenham Heathway,POINT(0.147192583809836 51.5415744071485),1902,1902,999999,69
2315,Amersham,POINT(-0.607887134242674 51.6740359889304),1889,1892,999999,69
2335,Seven Kings,POINT(0.097189336300966 51.5639218287003),1899,1899,,69
2332,Forest Gate,POINT(0.024612264974534 51.5495208778295),1840,1840,999999,69
2293,Brockley,POINT(-0.037519599265735 51.4646236054059),2010,2010,999999,69
2257,Honor Oak Park,POINT(-0.045639206725429 51.4498320680328),1886,1886,999999,69
2297,Penge West,POINT(-0.060643655423519 51.4174914851418),1839,1839,999999,69
2299,Anerley,POINT(-0.065856904545883 51.4121849534039),1839,1839,999999,69
2303,Stratford International,POINT(-0.009309392375368 51.5456862560727),2007,2011,999999,69
25024,Yangliuhe,POINT(103.829122871361 30.6836626084843),,2017,,364
2347,"",POINT(-0.090921990408305 51.6527144640466),1906,1910,999999,69
19195,MRTA,POINT(100.577956280631 13.7555118813426),2017,2023,999999,13
1794,亮马桥 Liàngmǎqiáo,POINT(116.455682159927 39.9478682182455),2003,2008,999999,15
5158,Saint-Paul,POINT(2.36071066659406 48.8553004228777),,1900,999999,95
5125,Rome,POINT(2.32187091071959 48.8823502065768),,1902,999999,95
2308,Star Lane,POINT(0.004213419701562 51.5207175790409),2007,2011,999999,69
2318,Bishopsgate,POINT(-0.07623 51.5223017022305),1838,1840,1875,69
5181,Stalingrad,POINT(2.36897869235612 48.8842166244252),,1946,999999,95
5166,Sentier,POINT(2.34634007591222 48.8675673506852),,1904,999999,95
5143,Saint-Germain-des-Prés,POINT(2.33444486021836 48.8535348119086),,1910,999999,95
2316,Romford,POINT(0.183535048242685 51.5749650659562),1837,1839,999999,69
5173,Sèvres - Lecourbe,POINT(2.30956871717967 48.8456315837002),,1942,999999,95
27743,Providence Road,POINT(-75.3807890200539 39.9167196856935),1913,1913,,212
27744,Manchester Avenue,POINT(-75.3829113700086 39.9170065988105),1913,1913,,212
27745,Edgemont Street,POINT(-75.3856528015457 39.9173915798867),1913,1913,,212
27746,Monroe Street,POINT(-75.3876344346445 39.9176791976151),1913,1913,,212
27747,Jackson Street,POINT(-75.389447373444 39.9179279631309),1913,1913,,212
27748,Olive Street,POINT(-75.3910620389626 39.9181533909746),1913,1913,,212
27749,Veteran's Square,POINT(-75.3920501856193 39.9182880617599),1913,1913,,212
27750,Orange Street,POINT(-75.3937450118788 39.9185164160071),1913,1913,,212
27751,Lindenwold,POINT(-75.0005373569242 39.8338860671009),1969,1969,,212
27752,Ashland,POINT(-75.0092154428284 39.8587195806909),1969,1969,,212
27753,Woodcrest,POINT(-75.011249656628 39.8702950733177),1980,1980,,212
27754,Haddonfield,POINT(-75.0368207241291 39.8974600743209),1969,1969,,212
27756,Collingswood,POINT(-75.0645023279777 39.9136107543255),1969,1969,,212
27757,Ferry Avenue,POINT(-75.091815254008 39.9227667014974),1969,1969,,212
27755,Westmont,POINT(-75.0467553438913 39.9071317904755),1969,1969,,212
25025,Fengxihe,POINT(103.840879601075 30.6888404130784),,2017,,364
2322,"",POINT(-0.02644975292813 51.6853580979063),1839,1840,999999,69
2325,"",POINT(-0.057758933344161 51.5410504813459),1872,1872,2015,69
2367,"",POINT(-0.070000565964051 51.5937157138556),1872,1872,2015,69
2326,"",POINT(-0.060486517365376 51.5485433470144),1872,1872,999999,69
16779,DAPODI,POINT(73.8339412032601 18.5830962809574),0,2021,999999,340
25026,Nanxun Avenue,POINT(103.850042416304 30.692174203928),,2017,,364
2329,"",POINT(-0.036983822412793 51.5666172688902),1840,1840,999999,69
2363,"",POINT(-0.076595025822769 51.5744170521182),1872,1872,2015,69
2340,"",POINT(-0.028614340499843 51.670794765219),1855,1855,999999,69
2341,"",POINT(-0.030946139346042 51.6555521884355),1884,1884,999999,69
2342,"",POINT(-0.034928862255384 51.6428252863484),1839,1840,999999,69
2343,"",POINT(-0.049168695853496 51.6126938676879),1840,1840,999999,69
2344,"",POINT(-0.053832293562294 51.6024454197386),1842,1842,999999,69
2346,"",POINT(-0.092968954323567 51.6529119807689),1870,1871,1910,69
25027,Guanghua Park,POINT(103.859228355179 30.687174305622),,2017,,364
2359,"",POINT(-0.068315183974249 51.5586209282289),1872,1872,2015,69
2323,"",POINT(-0.057477036421602 51.532208762767),1872,1872,2015,69
2364,"",POINT(-0.076740327174946 51.5744239986095),2015,2015,999999,69
2360,"",POINT(-0.068392273506845 51.5586035000064),2015,2015,999999,69
2361,"",POINT(-0.072567691665228 51.5650884162162),1872,1872,2015,69
2362,"",POINT(-0.072678847007779 51.5650355773431),2015,2015,999999,69
2365,"",POINT(-0.074998426873549 51.5831333730846),1872,1872,2015,69
2368,"",POINT(-0.070084835386325 51.5937209489587),2015,2015,999999,69
2370,"",POINT(-0.070949852191632 51.6044550596674),2015,2015,999999,69
2369,"",POINT(-0.070837176632836 51.6044725549871),1872,1872,2015,69
25028,Yongquan,POINT(103.871725606503 30.6815840197762),,2017,,364
25029,Fenghuang Street,POINT(103.887365660513 30.6803269076412),,2017,,364
25030,Machangba,POINT(103.911992940409 30.6800891522415),,2017,,364
2328,"",POINT(-0.056919279907504 51.5616461323085),1872,1872,2015,69
4543,Tetlán,POINT(-103.275775698736 20.6597645847367),0,0,999999,126
5122,Richelieu - Drouot,POINT(2.3387419231737 48.8721912163342),,1933,999999,95
2387,"",POINT(-0.032711133187973 51.5809730278457),2015,2015,999999,69
4545,San Jacinto,POINT(-103.297216712033 20.6639266002515),0,0,999999,126
2389,"",POINT(-0.002410647544878 51.5865817822435),2015,2015,999999,69
2392,"",POINT(-0.05256801299771 51.6479221060582),2015,2015,999999,69
2394,"",POINT(-0.035186575038495 51.6920042415584),2015,2015,999999,69
4547,Cristóbal de Oñate,POINT(-103.313410763335 20.6675524522949),0,0,999999,126
2384,Gidea Park,POINT(0.205564164070492 51.581725997231),1910,1910,,69
2334,Ilford,POINT(0.069233096330657 51.5590656888504),1839,1839,,69
2333,Manor Park,POINT(0.046465635599554 51.5525417193685),1873,1873,,69
11667,Kiryu,POINT(139.332685786393 36.4113016833699),1888,1888,999999,114
5146,Saint-Jacques,POINT(2.33703418990004 48.8329194802346),,1942,999999,95
4549,Belisario Domínguez,POINT(-103.331488056571 20.6727392363316),0,0,999999,126
5124,Robespierre,POINT(2.42367601529048 48.8558132527767),,1937,999999,95
25031,Intangible Cultural Heritage Park,POINT(103.92021863763 30.6768237688169),2012,2015,,364
2327,Hackney,POINT(-0.057033960350111 51.5470569538572),1850,1850,1944,69
2339,Cheshunt,POINT(-0.024059522449846 51.7021190961338),1846,1846,999999,69
25032,Caiqiao,POINT(103.942875540613 30.6720998006783),2012,2015,,364
25033,Zhongba,POINT(103.962078361087 30.6759723424014),2012,2015,,364
2353,"",POINT(-0.107340616639561 51.6847276966704),1910,1910,999999,69
2352,"",POINT(-0.094164646962298 51.6631244479456),1910,1910,999999,69
2348,"",POINT(-0.096398182746697 51.6447936190324),1906,1910,999999,69
2349,"",POINT(-0.101116516609068 51.6339391420582),1871,1871,999999,69
2350,"",POINT(-0.110543965721916 51.618292558117),1871,1871,999999,69
2320,Brentwood,POINT(0.299178705631846 51.6136187043872),1839,1840,999999,69
4551,Plaza Universidad,POINT(-103.348062675603 20.6751137988571),0,0,999999,126
4554,Patria,POINT(-103.384991086225 20.6268056813767),0,0,999999,126
4556,Santuario Mártires de Cristo Rey,POINT(-103.395672760925 20.6137107502919),0,0,999999,126
4558,18 de Marzo,POINT(-103.376925668309 20.638162849444),0,0,999999,126
4560,Unidad Deportiva,POINT(-103.36915020449 20.647356634772),0,0,999999,126
5160,Vaugirard,POINT(2.32695934842084 48.8470473653346),,1910,1913,95
4562,Washington,POINT(-103.357402710538 20.6610755998374),0,0,999999,126
5128,Rue des Boulets,POINT(2.38966194219807 48.8521175099696),,1998,999999,95
5101,Rambuteau,POINT(2.35376916489696 48.8617618133196),,1935,999999,95
5130,Saint-Maur,POINT(2.37986975400847 48.8642496640277),,1904,1998,95
5132,Saint-Ambroise,POINT(2.37482840953624 48.8609862505381),,1933,999999,95
23592,Jimenqiao,POINT(116.349180176791 39.9663383048569),2015,999999,999999,15
5120,Richard-Lenoir,POINT(2.37200282724643 48.8599981119871),,1906,999999,95
5175,Solférino,POINT(2.32316027620354 48.8584827967655),,1910,999999,95
16780,PHUGEWADI,POINT(73.8309183071735 18.5915174711805),0,2021,999999,340
5163,Saint-Sébastien - Froissart,POINT(2.36735083525613 48.8606054891685),,1932,999999,95
5140,Saint-François-Xavier,POINT(2.31442866919218 48.8516358099794),,1937,1976,95
5142,Saint-Georges,POINT(2.33743998976874 48.8784742154758),,1911,999999,95
5144,Saint-Jacques,POINT(2.33703188055154 48.8329194802448),,1906,1907,95
5153,Tourelle,POINT(2.41839214954635 48.8464090833122),,1934,1937,95
5165,Ségur,POINT(2.3069090695758 48.8474304423948),,1937,999999,95
5168,Sèvres - Babylone,POINT(2.32608210752883 48.8510485062203),,1923,999999,95
5616,Nishi-Senju,POINT(139.793028464905 35.7444063723967),1935,1935,1947,114
5621,Jujo,POINT(139.722305556495 35.7600039010373),1985,1985,999999,114
5792,Trentemoult - Roquios,POINT(-1.58228092599012 47.1953905584125),,2005,999999,265
5794,Port Boyer,POINT(-1.54600313509829 47.2420259201661),,1997,999999,265
5798,Saint-Mihiel,POINT(-1.55362038325575 47.2279878671058),,2007,2009,265
5806,Dépôt de Doulon,POINT(-1.53104469321508 47.2243192068472),,1879,999999,265
2413,Chabacano,POINT(-99.1355524358709 19.4092368454982),1968,1970,999999,78
2385,"",POINT(0.009995473059718 51.6331185074443),2015,2015,999999,69
25034,Chengdu West Railway Station,POINT(103.973413243517 30.6860819034068),2012,2015,,364
5126,Rue de la Pompe,POINT(2.27894794020882 48.8638621563984),,1922,999999,95
2414,Chabacano,POINT(-99.1338007469343 19.4101350721497),1991,1994,999999,78
2390,"",POINT(-0.000083618710079 51.6091900291023),2015,2015,999999,69
2391,"",POINT(-0.061290378003918 51.6247697807193),2015,2015,999999,69
2393,"",POINT(-0.047170810266721 51.6724660235141),2015,2015,999999,69
2396,Cuatro Caminos,POINT(-99.2158232476542 19.4595657966862),1982,1984,999999,78
2399,Tacuba,POINT(-99.1887529141409 19.4595354216408),1981,1984,999999,78
2397,Panteones,POINT(-99.2035835772869 19.4588350271207),1982,1984,999999,78
9567,St. James,POINT(151.211751674984 -33.8705258750187),1916,1926,999999,111
13737,Nagahara,POINT(135.573734405606 34.602503539931),1980,1980,999999,91
5155,Saint-Mandé,POINT(2.41908789190709 48.8463264965575),,2002,999999,95
20464,Munjeon (Busan International Finance Center–Busan Bank),POINT(129.066710804402 35.1459311157067),1994,2001,999999,357
5615,Dokanyama Dori,POINT(139.768622201379 35.7331655619034),1934,1934,1947,114
5183,Stalingrad,POINT(2.36638158118109 48.8842251451221),,1946,999999,95
5152,Saint-Lazare,POINT(2.32540850542563 48.8754077021113),,1930,999999,95
5100,Quatre-Septembre,POINT(2.33637842350725 48.8696116751069),,1904,999999,95
5109,Réaumur - Sébastopol,POINT(2.35254166953569 48.8662312786668),,1907,999999,95
5103,Raspail,POINT(2.33075304840217 48.8388802830415),,1909,999999,95
5111,Rennes,POINT(2.32768137483221 48.8486231737174),,1968,999999,95
5157,Saint-Michel,POINT(2.34388094502603 48.8533867514092),,1910,999999,95
5186,Strasbourg - Saint-Denis,POINT(2.3543014047496 48.8693378103339),,1931,999999,95
5174,Simplon,POINT(2.34795047389343 48.8936488842531),,1908,999999,95
5189,Sully - Morland,POINT(2.36188233193754 48.8516057115861),,1931,999999,95
27762,15-16th Street & Locust,POINT(-75.1661987557778 39.9484292667816),1917,1953,,212
27761,12-13th & Locust,POINT(-75.1623778247611 39.9479456688843),1917,1953,,212
1754,雍和宫 Yōnghégōng (Lama Temple),POINT(116.410404058497 39.9469632703883),2002,2007,999999,15
27759,8th Street/8th & Market,POINT(-75.1535796206001 39.9511385525589),1907,1908,,212
27758,City Hall,POINT(-75.1211012151821 39.9456523136394),1936,1936,,212
2416,Viaducto,POINT(-99.136933318241 19.4010514915154),1968,1970,999999,78
2398,Tacuba,POINT(-99.1871776392854 19.4591617657034),1968,1970,999999,78
2415,Chabacano,POINT(-99.1339672826445 19.4084582663385),1984,1987,999999,78
2417,Xola,POINT(-99.137819237487 19.3951752758281),1968,1970,999999,78
2400,Cuitláhuac,POINT(-99.1815269050584 19.4572456674812),1968,1970,999999,78
